"","category","name","reviewer","review","date","ratings"
"121","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","it seems way more luxury than an amazon basic, pretty firm casing and nice pages. i planned to come up with a story on how to never buy cheap note books but now plans have changed.","Reviewed in the United Kingdom on 23 January 2024","4.5 out of 5 stars"
"122","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","This is exactly what I was looking for. It is just a notebook that gets the job done. I have no real issues with it. It’s great for casual note-taking or just some doodling. The quality is fair for the price. If you are looking to get the best notebook, this isn’t for you. But if you want a notebook that works as a simple, everyday notebook, this would be a great choice. The price is not necessarily cheap, but it is generally quite an inexpensive notebook overall.Cool features/mentions:- I like the built-in bookmarker and the elastic that keeps the notebook fully shut. It is very compact. The size is small enough to carry around, and large enough to do all your note-taking, drawing or doodling.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"123","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","Since bullet journaling has taken off, it becomes harder to find good notebooks at a good price point - so stumbling across this notebook was a stroke of luck.The page thickness is best suited to a ballpoint pen to prevent ghosting on the back of the page, but can stand up to gel pens and fineliners with minimal ghosting. I haven't attempted to use any kind of paint, but I would recommend putting a protective sheet under the page you're painting on and anticipate that it may wrinkle.The covers are strong and would take a good amount of force to bend or buckle. The elastic is taut but pliable, exactly what you need when you use a notebook frequently, the ribbon well attached and a good length for use. The pocket at the back is a comfortable size to fit in loose pieces of paper (and your hand when trying to retrieve small fiddly cut-offs you may have tossed in there).It will take me a long time to fill this notebook, but I will be looking to purchase another when that time comes.","Reviewed in the United Kingdom on 23 January 2024","3.0 out of 5 stars"
"124","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Salvatore Scaduto","It’s lovely. Really good quality.","Reviewed in the United Kingdom on 10 October 2023","5.0 out of 5 stars"
"125","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Eve","Product works as advertised, it's a blank notebook with a well built exterior that can handle being put in a bag.It has a holder for all sorts of pages in the front underneath what I'd assume to be a stronger paper material flap, very useful for holding scrap notes, a built in bookmark to keep track of where you were, a good choice of paper that feels amazing to write on alongside an elastic band in order to stop the notebook accidentally opening while being transported.Overall, very satisfied with this, look forward to be using this as a daily driver for my notes, reminders and doodles.","Reviewed in the United Kingdom on 16 January 2021","5.0 out of 5 stars"
"126","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Erica","It's a decent notepad but if like me you were after an A4 ish size, you'll get an A5 notepad. Not sure why their labelling has ""large"" on it, it's a standard A5.","Reviewed in the United Kingdom on 31 December 2023","4.0 out of 5 stars"
"127","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","nice to write in. Thanx","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"128","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","This notebook's paper is pleasant write on with a standard fineliner whose ink instantly dries, or broad-size ballpoint, or broad rollerball, even pencil such as 2B. Any pencil harder may feel scratchy. And certainly not fountain pen because its ink would leak through; I've tried it and the ink leaked through to opposite side. Let's be fair: The notebook is 'budget', but for the above writing pens it's okay.Out of personal preference I chose unlined paper and love that the pages are sewn-in like the more expensive notebooks. Glued-in at the back is a handy off-white envelope-type pocket with black sides to keep stamps and whatnot. I'm impressed the notebook contains a generous 240 pages. This plain notebook is my 5th.The notebook's paper is not the highest quality, but is great for note making or quick sketching. It also costs a lot less than many rivals. This makes for fantastic value for money! The notebook is available in plain, ruled or squared.It would make a nice present for someone who likes notebooks.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"129","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","Great replacement for Moleskine and other brands if you want to take notes or do simple sketches, but the paper, though very smooth and good with pens, is very thin and flimsy and will blead if you're putting a lot of ink on the page.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"130","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","As said above","Reviewed in the United Kingdom on 5 October 2019","3.0 out of 5 stars"
"131","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","it seems way more luxury than an amazon basic, pretty firm casing and nice pages. i planned to come up with a story on how to never buy cheap note books but now plans have changed.","Reviewed in the United Kingdom on 23 January 2024","4.5 out of 5 stars"
"132","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","This is exactly what I was looking for. It is just a notebook that gets the job done. I have no real issues with it. It’s great for casual note-taking or just some doodling. The quality is fair for the price. If you are looking to get the best notebook, this isn’t for you. But if you want a notebook that works as a simple, everyday notebook, this would be a great choice. The price is not necessarily cheap, but it is generally quite an inexpensive notebook overall.Cool features/mentions:- I like the built-in bookmarker and the elastic that keeps the notebook fully shut. It is very compact. The size is small enough to carry around, and large enough to do all your note-taking, drawing or doodling.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"133","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","Since bullet journaling has taken off, it becomes harder to find good notebooks at a good price point - so stumbling across this notebook was a stroke of luck.The page thickness is best suited to a ballpoint pen to prevent ghosting on the back of the page, but can stand up to gel pens and fineliners with minimal ghosting. I haven't attempted to use any kind of paint, but I would recommend putting a protective sheet under the page you're painting on and anticipate that it may wrinkle.The covers are strong and would take a good amount of force to bend or buckle. The elastic is taut but pliable, exactly what you need when you use a notebook frequently, the ribbon well attached and a good length for use. The pocket at the back is a comfortable size to fit in loose pieces of paper (and your hand when trying to retrieve small fiddly cut-offs you may have tossed in there).It will take me a long time to fill this notebook, but I will be looking to purchase another when that time comes.","Reviewed in the United Kingdom on 23 January 2024","3.0 out of 5 stars"
"134","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Salvatore Scaduto","It’s lovely. Really good quality.","Reviewed in the United Kingdom on 10 October 2023","5.0 out of 5 stars"
"135","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Eve","Product works as advertised, it's a blank notebook with a well built exterior that can handle being put in a bag.It has a holder for all sorts of pages in the front underneath what I'd assume to be a stronger paper material flap, very useful for holding scrap notes, a built in bookmark to keep track of where you were, a good choice of paper that feels amazing to write on alongside an elastic band in order to stop the notebook accidentally opening while being transported.Overall, very satisfied with this, look forward to be using this as a daily driver for my notes, reminders and doodles.","Reviewed in the United Kingdom on 16 January 2021","5.0 out of 5 stars"
"136","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Erica","It's a decent notepad but if like me you were after an A4 ish size, you'll get an A5 notepad. Not sure why their labelling has ""large"" on it, it's a standard A5.","Reviewed in the United Kingdom on 31 December 2023","4.0 out of 5 stars"
"137","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","nice to write in. Thanx","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"138","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","This notebook's paper is pleasant write on with a standard fineliner whose ink instantly dries, or broad-size ballpoint, or broad rollerball, even pencil such as 2B. Any pencil harder may feel scratchy. And certainly not fountain pen because its ink would leak through; I've tried it and the ink leaked through to opposite side. Let's be fair: The notebook is 'budget', but for the above writing pens it's okay.Out of personal preference I chose unlined paper and love that the pages are sewn-in like the more expensive notebooks. Glued-in at the back is a handy off-white envelope-type pocket with black sides to keep stamps and whatnot. I'm impressed the notebook contains a generous 240 pages. This plain notebook is my 5th.The notebook's paper is not the highest quality, but is great for note making or quick sketching. It also costs a lot less than many rivals. This makes for fantastic value for money! The notebook is available in plain, ruled or squared.It would make a nice present for someone who likes notebooks.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"139","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","Great replacement for Moleskine and other brands if you want to take notes or do simple sketches, but the paper, though very smooth and good with pens, is very thin and flimsy and will blead if you're putting a lot of ink on the page.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"140","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","As said above","Reviewed in the United Kingdom on 5 October 2019","3.0 out of 5 stars"
"141","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","it seems way more luxury than an amazon basic, pretty firm casing and nice pages. i planned to come up with a story on how to never buy cheap note books but now plans have changed.","Reviewed in the United Kingdom on 23 January 2024","4.5 out of 5 stars"
"142","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","This is exactly what I was looking for. It is just a notebook that gets the job done. I have no real issues with it. It’s great for casual note-taking or just some doodling. The quality is fair for the price. If you are looking to get the best notebook, this isn’t for you. But if you want a notebook that works as a simple, everyday notebook, this would be a great choice. The price is not necessarily cheap, but it is generally quite an inexpensive notebook overall.Cool features/mentions:- I like the built-in bookmarker and the elastic that keeps the notebook fully shut. It is very compact. The size is small enough to carry around, and large enough to do all your note-taking, drawing or doodling.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"143","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Jim","Since bullet journaling has taken off, it becomes harder to find good notebooks at a good price point - so stumbling across this notebook was a stroke of luck.The page thickness is best suited to a ballpoint pen to prevent ghosting on the back of the page, but can stand up to gel pens and fineliners with minimal ghosting. I haven't attempted to use any kind of paint, but I would recommend putting a protective sheet under the page you're painting on and anticipate that it may wrinkle.The covers are strong and would take a good amount of force to bend or buckle. The elastic is taut but pliable, exactly what you need when you use a notebook frequently, the ribbon well attached and a good length for use. The pocket at the back is a comfortable size to fit in loose pieces of paper (and your hand when trying to retrieve small fiddly cut-offs you may have tossed in there).It will take me a long time to fill this notebook, but I will be looking to purchase another when that time comes.","Reviewed in the United Kingdom on 23 January 2024","3.0 out of 5 stars"
"144","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Salvatore Scaduto","It’s lovely. Really good quality.","Reviewed in the United Kingdom on 10 October 2023","5.0 out of 5 stars"
"145","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Eve","Product works as advertised, it's a blank notebook with a well built exterior that can handle being put in a bag.It has a holder for all sorts of pages in the front underneath what I'd assume to be a stronger paper material flap, very useful for holding scrap notes, a built in bookmark to keep track of where you were, a good choice of paper that feels amazing to write on alongside an elastic band in order to stop the notebook accidentally opening while being transported.Overall, very satisfied with this, look forward to be using this as a daily driver for my notes, reminders and doodles.","Reviewed in the United Kingdom on 16 January 2021","5.0 out of 5 stars"
"146","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Erica","It's a decent notepad but if like me you were after an A4 ish size, you'll get an A5 notepad. Not sure why their labelling has ""large"" on it, it's a standard A5.","Reviewed in the United Kingdom on 31 December 2023","4.0 out of 5 stars"
"147","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","nice to write in. Thanx","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"148","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Zach Z.","This notebook's paper is pleasant write on with a standard fineliner whose ink instantly dries, or broad-size ballpoint, or broad rollerball, even pencil such as 2B. Any pencil harder may feel scratchy. And certainly not fountain pen because its ink would leak through; I've tried it and the ink leaked through to opposite side. Let's be fair: The notebook is 'budget', but for the above writing pens it's okay.Out of personal preference I chose unlined paper and love that the pages are sewn-in like the more expensive notebooks. Glued-in at the back is a handy off-white envelope-type pocket with black sides to keep stamps and whatnot. I'm impressed the notebook contains a generous 240 pages. This plain notebook is my 5th.The notebook's paper is not the highest quality, but is great for note making or quick sketching. It also costs a lot less than many rivals. This makes for fantastic value for money! The notebook is available in plain, ruled or squared.It would make a nice present for someone who likes notebooks.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"149","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","Great replacement for Moleskine and other brands if you want to take notes or do simple sketches, but the paper, though very smooth and good with pens, is very thin and flimsy and will blead if you're putting a lot of ink on the page.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"150","Notebook","Amazon Basics Classic Black Casebound Notebook with Elastic Closure, Blank / Plain, 240 pages, Large 13.4 x 1.7 x 21 cm","Amazon Customer","As said above","Reviewed in the United Kingdom on 5 October 2019","3.0 out of 5 stars"
"151","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"152","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"153","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"154","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"155","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"156","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"157","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"158","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"159","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"160","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"161","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"162","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"163","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"164","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"165","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"166","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"167","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"168","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"169","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"170","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"171","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"172","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"173","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"174","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"175","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"176","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"177","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"178","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"179","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"180","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"181","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"182","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"183","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"184","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"185","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"186","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"187","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"188","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"189","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"190","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"191","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"192","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"193","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"194","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"195","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"196","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"197","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"198","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
