"","title","author","subject","abstract","date"
"116","industrial challenges in secure continuous development","fabiola moyón, florian angermeir, daniel mendez","software engineering","the intersection between security and continuous software engineering has been of great interest since the early years of the agile development movement, and it remains relevant as software development processes are more frequently guided by agility and the adoption of devops. several authors have contributed studies about the framing of secure agile development and secure devops, motivating academic contributions to methods and practices, but also discussions around benefits and challenges. especially the challenges captured also our interest since, for the last few years, we are conducting research on secure continuous software engineering from a more applied, practical perspective with the overarching aim to introduce solutions that can be adopted at scale. the short positioning at hands summarizes a relevant part of our endeavors in which we validated challenges with several practitioners of different roles. more than framing a set of challenges, we conclude by presenting four key research directions we identified for practitioners and researchers to delineate future work.",2024-01-12
"117","how dataflow diagrams impact software security analysis: an empirical experiment","simon schneider, nicolás e. díaz ferreyra, pierre-jean quéval, georg simhandl, uwe zdun, riccardo scandariato","software engineering","models of software systems are used throughout the software development lifecycle. dataflow diagrams (dfds), in particular, are well-established resources for security analysis. many techniques, such as threat modelling, are based on dfds of the analysed application. however, their impact on the performance of analysts in a security analysis setting has not been explored before. in this paper, we present the findings of an empirical experiment conducted to investigate this effect. following a within-groups design, participants were asked to solve security-relevant tasks for a given microservice application. in the control condition, the participants had to examine the source code manually. in the model-supported condition, they were additionally provided a dfd of the analysed application and traceability information linking model items to artefacts in source code. we found that the participants (n = 24) performed significantly better in answering the analysis tasks correctly in the model-supported condition (41% increase in analysis correctness). further, participants who reported using the provided traceability information performed better in giving evidence for their answers (315% increase in correctness of evidence). finally, we identified three open challenges of using dfds for security analysis based on the insights gained in the experiment.",2024-01-09
"118","what is an app store? the software engineering perspective","wenhan zhu, sebastian proksch, daniel m. german, michael w. godfrey, li li, shane mcintosh","software engineering","""app stores"" are online software stores where end users may browse, purchase, download, and install software applications. by far, the best known app stores are associated with mobile platforms, such as google play for android and apple's app store for ios. the ubiquity of smartphones has led to mobile app stores becoming a touchstone experience of modern living. however, most of app store research has concentrated on properties of the apps rather than the stores themselves. today, there is a rich diversity of app stores and these stores have largely been overlooked by researchers: app stores exist on many distinctive platforms, are aimed at different classes of users, and have different end-goals beyond simply selling a standalone app to a smartphone user.
we survey and characterize the broader dimensionality of app stores, and explore how and why they influence software development practices, such as system design and release management. we begin by collecting a set of app store examples from web search queries. by analyzing and curating the results, we derive a set of features common to app stores. we then build a dimensional model of app stores based on these features, and we fit each app store from our web search result set into this model. next, we performed unsupervised clustering to the app stores to find their natural groupings. our results suggest that app stores have become an essential stakeholder in modern software development. they control the distribution channel to end users and ensure that the applications are of suitable quality; in turn, this leads to developers adhering to various store guidelines when creating their applications. however, we found the app stores operational model could vary widely between stores, and this variability could in turn affect the generalizability of existing understanding of app stores.",2024-01-08
"119","racefixer -- an automated data race fixer","sanjay malakar, tameem bin haider, rifat shahriar","software engineering","fixing software bugs has always been an essential and time-consuming process in software development. fixing concurrency bugs has become especially critical in the multicore era. however, fixing concurrency bugs is challenging due to non-deterministic failures and tricky parallel reasoning. beyond correctly fixing the original problem in the software, a good patch should also avoid introducing new bugs, degrading performance unnecessarily, or damaging software readability. existing tools cannot automate the whole fixing process and provide good-quality patches. we present racefixer, a tool that automates the process of fixing one common type of concurrency bug: single-variable atomicity violations. racefixer starts from the bug reports of an existing bug-detection tool threadsanitizer. it augments these with static analysis to construct a suitable patch for each bug report. it tries to combine the patches of multiple bugs for better performance and code readability. finally, we test racefixer on benchmarks from theadsanitizer.",2024-01-08
"120","llm-powered code vulnerability repair with reinforcement learning and semantic reward","nafis tanveer islam, joseph khoury, andrew seong, mohammad bahrami karkevandi, gonzalo de la torre parra, elias bou-harb, peyman najafirad","software engineering","in software development, the predominant emphasis on functionality often supersedes security concerns, a trend gaining momentum with ai-driven automation tools like github copilot. these tools significantly improve developers' efficiency in functional code development. nevertheless, it remains a notable concern that such tools are also responsible for creating insecure code, predominantly because of pre-training on publicly available repositories with vulnerable code. moreover, developers are called the ""weakest link in the chain"" since they have very minimal knowledge of code security. although existing solutions provide a reasonable solution to vulnerable code, they must adequately describe and educate the developers on code security to ensure that the security issues are not repeated. therefore we introduce a multipurpose code vulnerability analysis system \texttt{secrepair}, powered by a large language model, codegen2 assisting the developer in identifying and generating fixed code along with a complete description of the vulnerability with a code comment. our innovative methodology uses a reinforcement learning paradigm to generate code comments augmented by a semantic reward mechanism. inspired by how humans fix code issues, we propose an instruction-based dataset suitable for vulnerability analysis with llms. we further identify zero-day and n-day vulnerabilities in 6 open source iot operating systems on github. our findings underscore that incorporating reinforcement learning coupled with semantic reward augments our model's performance, thereby fortifying its capacity to address code vulnerabilities with improved efficacy.",2024-01-07
"121","overwhelmed software developers: an interpretative phenomenological analysis","lisa-marie michels, aleksandra petkova, marcel richter, andreas farley, daniel graziotin, stefan wagner","software engineering","in this paper, we report on an interpretive phenomenological analysis (ipa) study on experiencing overwhelm in a software development context. the objectives of our study are, hence, to understand the experiences developers have when being overwhelmed, how this impacts their productivity and which role stress plays in the process. to this end, we interviewed two software developers who have experienced overwhelm recently. throughout a qualitative analysis of the shared experiences, we uncover seven categories of overwhelm (communication, disturbance, organizational, variety, technical, temporal, and positive overwhelm). while the first six themes all are related to negative outcomes, including low productivity and stress, the participants reported that overwhelm can sometimes be experienced to be positive and pleasant, and it can increase their mental focus, self ambition, and productivity. stress was the most mentioned feeling experienced when overwhelmed. our findings, for the most, are along the same direction of similar studies from other disciplines and with other participants. however, there may be unique attributes to software developers that mitigate the negative experiences of overwhelm.",2024-01-05
"122","""my github sponsors profile is live!"" investigating the impact of twitter/x mentions on github sponsors","youmei fan, tao xiao, hideaki hata, christoph treude, kenichi matsumoto","software engineering","github sponsors was launched in 2019, enabling donations to open-source software developers to provide financial support, as per github's slogan: ""invest in the projects you depend on"". however, a 2022 study on github sponsors found that only two-fifths of developers who were seeking sponsorship received a donation. the study found that, other than internal actions (such as offering perks to sponsors), developers had advertised their github sponsors profiles on social media, such as twitter (also known as x). therefore, in this work, we investigate the impact of tweets that contain links to github sponsors profiles on sponsorship, as well as their reception on twitter/x. we further characterize these tweets to understand their context and find that (1) such tweets have the impact of increasing the number of sponsors acquired, (2) compared to other donation platforms such as open collective and patreon, github sponsors has significantly fewer interactions but is more visible on twitter/x, and (3) developers tend to contribute more to open-source software during the week of posting such tweets. our findings are the first step toward investigating the impact of social media on obtaining funding to sustain open-source software.",2024-01-05
"123","the vulnerability is in the details: locating fine-grained information of vulnerable code identified by graph-based detectors","baijun cheng, kailong wang, cuiyun gao, xiapu luo, yulei sui, li li, yao guo, xiangqun chen, haoyu wang","software engineering","vulnerability detection is a crucial component in the software development lifecycle. existing vulnerability detectors, especially those based on deep learning (dl) models, have achieved high effectiveness. despite their capability of detecting vulnerable code snippets from given code fragments, the detectors are typically unable to further locate the fine-grained information pertaining to the vulnerability, such as the precise vulnerability triggering this http url this paper, we propose vulexplainer, a tool for automatically locating vulnerability-critical code lines from coarse-level vulnerable code snippets reported by dl-based detectors.our approach takes advantage of the code structure and the semantics of the vulnerabilities. specifically, we leverage program slicing to get a set of critical program paths containing vulnerability-triggering and vulnerability-dependent statements and rank them to pinpoint the most important one (i.e., sub-graph) as the data flow associated with the vulnerability. we demonstrate that vulexplainer performs consistently well on four state-of-the-art graph-representation(gp)-based vulnerability detectors, i.e., it can flag the vulnerability-triggering code statements with an accuracy of around 90% against eight common c/c++ vulnerabilities, outperforming five widely used gnn-based explanation approaches. the experimental results demonstrate the effectiveness of vulexplainer, which provides insights into a promising research line: integrating program slicing and deep learning for the interpretation of vulnerable code fragments.",2024-01-05
"124","dem: a method for certifying deep neural network classifier outputs in aerospace","guy katz, natan levy, idan refaeli, raz yerushalmi","software engineering","software development in the aerospace domain requires adhering to strict, high-quality standards. while there exist regulatory guidelines for commercial software in this domain (e.g., arp-4754 and do-178), these do not apply to software with deep neural network (dnn) components. consequently, it is unclear how to allow aerospace systems to benefit from the deep learning revolution. our work here seeks to address this challenge with a novel, output-centric approach for dnn certification. our method employs statistical verification techniques, and has the key advantage of being able to flag specific inputs for which the dnn's output may be unreliable - so that they may be later inspected by a human expert. to achieve this, our method conducts a statistical analysis of the dnn's predictions for other, nearby inputs, in order to detect inconsistencies. this is in contrast to existing techniques, which typically attempt to certify the entire dnn, as opposed to individual outputs. our method uses the dnn as a black-box, and makes no assumptions about its topology. we hope that this work constitutes another step towards integrating dnns in safety-critical applications - especially in the aerospace domain, where high standards of quality and reliability are crucial.",2024-01-04
"125","unit testing in asp revisited: language and test-driven development environment","giovanni amendola, tobias berei, giuseppe mazzotta, francesco ricca","software engineering","unit testing frameworks are nowadays considered a best practice, included in almost all modern software development processes, to achieve rapid development of correct specifications. knowledge representation and reasoning paradigms such as answer set programming (asp), that have been used in industry-level applications, are not an exception. indeed, the first unit testing specification language for asp was proposed in 2011 as a feature of the aspide development environment. later, a more portable unit testing language was included in the lana annotation language. in this paper we revisit both languages and tools for unit testing in asp. we propose a new unit test specification language that allows one to inline tests within asp programs, and we identify the computational complexity of the tasks associated with checking the various program-correctness assertions. test-case specifications are transparent to the traditional evaluation, but can be interpreted by a specific testing tool. thus, we present a novel environment supporting test driven development of asp programs.",2024-01-04
"126","moduleguard:understanding and detecting module conflicts in python ecosystem","ruofan zhu, xingyu wang, chengwei liu, zhengzi xu, wenbo shen, rui chang, yang liu","software engineering","python has become one of the most popular programming languages for software development due to its simplicity, readability, and versatility. as the python ecosystem grows, developers face increasing challenges in avoiding module conflicts, which occur when different packages have the same namespace modules. unfortunately, existing work has neither investigated the module conflict comprehensively nor provided tools to detect the conflict. therefore, this paper systematically investigates the module conflict problem and its impact on the python ecosystem. we propose a novel technique called instsimulator, which leverages semantics and installation simulation to achieve accurate and efficient module extraction. based on this, we implement a tool called moduleguard to detect module conflicts for the python ecosystem. for the study, we first collect 97 mc issues, classify the characteristics and causes of these mc issues, summarize three different conflict patterns, and analyze their potential threats. then, we conducted a large-scale analysis of the whole pypi ecosystem (4.2 million packages) and github popular projects (3,711 projects) to detect each mc pattern and analyze their potential impact. we discovered that module conflicts still impact numerous tpls and github projects. this is primarily due to developers' lack of understanding of the modules within their direct dependencies, not to mention the modules of the transitive dependencies. our work reveals python's shortcomings in handling naming conflicts and provides a tool and guidelines for developers to detect conflicts.",2024-01-04
"127","using ai/ml to find and remediate enterprise secrets in code & document sharing platforms","gregor kerr, david algorry, senad ibraimoski, peter maciver, sean moran","software engineering","we introduce a new challenge to the software development community: 1) leveraging ai to accurately detect and flag up secrets in code and on popular document sharing platforms that frequently used by developers, such as confluence and 2) automatically remediating the detections (e.g. by suggesting password vault functionality). this is a challenging, and mostly unaddressed task. existing methods leverage heuristics and regular expressions, that can be very noisy, and therefore increase toil on developers. the next step - modifying code itself - to automatically remediate a detection, is a complex task. we introduce two baseline ai models that have good detection performance and propose an automatic mechanism for remediating secrets found in code, opening up the study of this task to the wider community.",2024-01-03
"128","codefuse-query: a data-centric static code analysis system for large-scale organizations","xiaoheng xie, gang fan, xiaojun lin, ang zhou, shijie li, xunjin zheng, yinan liang, yu zhang, na yu, haokun li, xinyu chen, yingzhuang chen, yi zhen, dejun dong, xianjin fu, jinzhou su, fuxiong pan, pengshuai luo, youzheng feng, ruoxiang hu, jing fan, jinguo zhou, xiao xiao, peng di","software engineering","in the domain of large-scale software development, the demands for dynamic and multifaceted static code analysis exceed the capabilities of traditional tools. to bridge this gap, we present codefuse-query, a system that redefines static code analysis through the fusion of domain optimized system design and logic oriented computation design.
codefuse-query reimagines code analysis as a data computation task, support scanning over 10 billion lines of code daily and more than 300 different tasks. it optimizes resource utilization, prioritizes data reusability, applies incremental code extraction, and introduces tasks types specially for code change, underscoring its domain-optimized design. the system's logic-oriented facet employs datalog, utilizing a unique two-tiered schema, coref, to convert source code into data facts. through godel, a distinctive language, codefuse-query enables formulation of complex tasks as logical expressions, harnessing datalog's declarative prowess.
this paper provides empirical evidence of codefuse-query's transformative approach, demonstrating its robustness, scalability, and efficiency. we also highlight its real-world impact and diverse applications, emphasizing its potential to reshape the landscape of static code analysis in the context of large-scale software development.furthermore, in the spirit of collaboration and advancing the field, our project is open-sourced and the repository is available for public access",2024-01-03
"129","experimenting a new programming practice with llms","simiao zhang, jiaping wang, guoliang dong, jun sun, yueling zhang, geguang pu","software engineering","the recent development on large language models makes automatically constructing small programs possible. it thus has the potential to free software engineers from low-level coding and allow us to focus on the perhaps more interesting parts of software development, such as requirement engineering and system testing. in this project, we develop a prototype named aisd (ai-aided software development), which is capable of taking high-level (potentially vague) user requirements as inputs, generates detailed use cases, prototype system designs, and subsequently system implementation. different from existing attempts, aisd is designed to keep the user in the loop, i.e., by repeatedly taking user feedback on use cases, high-level system designs, and prototype implementations through system testing. aisd has been evaluated with a novel benchmark of non-trivial software projects. the experimental results suggest that it might be possible to imagine a future where software engineering is reduced to requirement engineering and system testing only.",2024-01-02
"130","sok: demystifying privacy enhancing technologies through the lens of software developers","maisha boteju, thilina ranbaduge, dinusha vatsalan, nalin asanka gamagedara arachchilage","software engineering","in the absence of data protection measures, software applications lead to privacy breaches, posing threats to end-users and software organisations. privacy enhancing technologies (pets) are technical measures that protect personal data, thus minimising such privacy breaches. however, for software applications to deliver data protection using pets, software developers should actively and correctly incorporate pets into the software they develop. therefore, to uncover ways to encourage and support developers to embed pets into software, this systematic literature review (slr) analyses 39 empirical studies on developers' privacy practices. it reports the usage of six pets in software application scenarios. then, it discusses challenges developers face when integrating pets into software, ranging from intrinsic challenges, such as the unawareness of pets, to extrinsic challenges, such as the increased development cost. next, the slr presents the existing solutions to address these challenges, along with the limitations of the solutions. further, it outlines future research avenues to better understand pets from a developer perspective and minimise the challenges developers face when incorporating pets into software.",2023-12-30
"131","exploring the need of accessibility education in the software industry: insights from a survey of software professionals in india","parthasarathy p d, swaroop joshi","software engineering","a userway study in 2021 indicates that an annual global e-commerce revenue loss of approximately $16 billion can be attributed to inaccessible websites and applications. according to the 2023 webaim study, only 3.7% of the world's top one million website homepages are fully accessible. this shows that many software developers use poor coding practices that don't adhere to the web content accessibility guidelines (wcag). this research centers on software professionals and their role in addressing accessibility. this work seeks to understand (a) who within the software development community actively practices accessibility, (b) when and how accessibility is considered in the software development lifecycle, (c) the various challenges encountered in building accessible software, and (d) the resources required by software professionals to enhance product accessibility. our survey of 269 software professionals from india sheds light on the pressing need for accessibility education within the software industry. a substantial majority (69.9%, n=269) of respondents express the need for training materials, workshops, and bootcamps to enhance their accessibility skills. we present a list of actionable recommendations that can be implemented within the industry to promote accessibility awareness and skills. we also open source our raw data for further research, encouraging continued exploration in this domain.",2023-12-31
"132","the tyranny of possibilities in the design of task-oriented llm systems: a scoping survey","dhruv dhamani, mary lou maher","software engineering","this scoping survey focuses on our current understanding of the design space for task-oriented llm systems and elaborates on definitions and relationships among the available design parameters. the paper begins by defining a minimal task-oriented llm system and exploring the design space of such systems through a thought experiment contemplating the performance of diverse llm system configurations (involving single llms, single llm-based agents, and multiple llm-based agent systems) on a complex software development task and hypothesizes the results. we discuss a pattern in our results and formulate them into three conjectures. while these conjectures may be partly based on faulty assumptions, they provide a starting point for future research. the paper then surveys a select few design parameters: covering and organizing research in llm augmentation, prompting techniques, and uncertainty estimation, and discussing their significance. the paper notes the lack of focus on computational and energy efficiency in evaluating research in these areas. our survey findings provide a basis for developing the concept of linear and non-linear contexts, which we define and use to enable an agent-centric projection of prompting techniques providing a lens through which prompting techniques can be viewed as multi-agent systems. the paper discusses the implications of this lens, for the cross-pollination of research between llm prompting and llm-based multi-agent systems; and also, for the generation of synthetic training data based on existing prompting techniques in research. in all, the scoping survey presents seven conjectures that can help guide future research efforts.",2023-12-29
"133","an introduction to adaptive software security","mehran alidoost nia","software engineering","this paper presents the adaptive software security model, an innovative approach integrating the mape-k loop and the software development life cycle (sdlc). it proactively embeds security policies throughout development, reducing vulnerabilities from different levels of software engineering. three primary contributions-mape-k integration, sdlc embedding, and analytical insights-converge to create a comprehensive approach for strengthening software systems against security threats. this research represents a paradigm shift, adapting security measures with agile software development and ensuring continuous improvement in the face of evolving threats. the model emerges as a robust solution, addressing the crucial need for adaptive software security strategies in modern software development. we analytically discuss the advantages of the proposed model.",2023-12-28
"134","improving code reviewer recommendation: accuracy, latency, workload, and bystanders","peter c. rigby, seth rogers, sadruddin saleem, parth suresh, daniel suskin, patrick riggs, chandra maddila, nachiappan nagappan","software engineering","code review ensures that a peer engineer manually examines the code before it is integrated and released into production. at meta, we develop a wide range of software at scale, from social networking to software development infrastructure, such as calendar and meeting tools to continuous integration. we are constantly improving our code review system, and in this work we describe a series of experiments that were conducted across 10's of thousands of engineers and 100's of thousands of reviews.
we build upon the recommender that has been in production since 2018, revrecv1. we found that reviewers were being assigned based on prior authorship of files. we reviewed the literature for successful features and experimented with them with revrecv2 in production. the most important feature in our new model was the familiarity of the author and reviewer, we saw an overall improvement in accuracy of 14 percentage points.
prior research has shown that reviewer workload is skewed. to balance workload, we divide the reviewer score from revrecv2 by each candidate reviewers workload. we experimented with multiple types of workload to develop revrecwl. we find that reranking candidate reviewers by workload often leads to a reviewers with lower workload being selected by authors.
the bystander effect can occur when a team of reviewers is assigned the review. we mitigate the bystander effect by randomly assigning one of the recommended reviewers. having an individual who is responsible for the review, reduces the time take for reviews by -11%.",2023-12-28
"135","experiential co-learning of software-developing agents","chen qian, yufan dang, jiahao li, wei liu, weize chen, cheng yang, zhiyuan liu, maosong sun","computation and language","recent advancements in large language models (llms) have brought significant changes to various domains, especially through llm-driven autonomous agents. these agents are now capable of collaborating seamlessly, splitting tasks and enhancing accuracy, thus minimizing the need for human involvement. however, these agents often approach a diverse range of tasks in isolation, without benefiting from past experiences. this isolation can lead to repeated mistakes and inefficient trials in task solving. to this end, this paper introduces experiential co-learning, a novel framework in which instructor and assistant agents gather shortcut-oriented experiences from their historical trajectories and use these past experiences for mutual reasoning. this paradigm, enriched with previous experiences, equips agents to more effectively address unseen tasks.",2023-12-28
"136","easyview: bringing performance profiles into integrated development environments","qidong zhao, milind chabbi, xu liu","software engineering","dynamic program analysis (also known as profiling) is well-known for its powerful capabilities of identifying performance inefficiencies in software packages. although a large number of dynamic program analysis techniques are developed in academia and industry, very few of them are widely used by software developers in their regular software developing activities. there are three major reasons. first, the dynamic analysis tools (also known as profilers) are disjoint from the coding environments such as ides and editors; frequently switching focus between them significantly complicates the entire cycle of software development. second, mastering various tools to interpret their analysis results requires substantial efforts; even worse, many tools have their own design of graphical user interfaces (gui) for data presentation, which steepens the learning curves. third, most existing tools expose few interfaces to support user-defined analysis, which makes the tools less customizable to fulfill diverse user demands. we develop easyview, a general solution to integrate the interpretation and visualization of various profiling results in the coding environments, which bridges software developers with profilers to provide easy and intuitive dynamic analysis during the code development cycle. the novelty of easyview is three-fold. first, we develop a generic data format, which enables easyview to support mainstream profilers for different languages. second, we develop a set of customizable schemes to analyze and visualize the profiles in intuitive ways. third, we tightly integrate easyview with popular coding environments, such as microsoft visual studio code, with easy code exploration and user interaction. our evaluation shows that easyview is able to support various profilers for different languages and provide unique insights into performance inefficiencies in different domains.",2023-12-27
"137","evaluating code summarization techniques: a new metric and an empirical characterization","antonio mastropaolo, matteo ciniselli, massimiliano di penta, gabriele bavota","software engineering","several code summarization techniques have been proposed in the literature to automatically document a code snippet or a function. ideally, software developers should be involved in assessing the quality of the generated summaries. however, in most cases, researchers rely on automatic evaluation metrics such as bleu, rouge, and meteor. these metrics are all based on the same assumption: the higher the textual similarity between the generated summary and a reference summary written by developers, the higher its quality. however, there are two reasons for which this assumption falls short: (i) reference summaries, e.g., code comments collected by mining software repositories, may be of low quality or even outdated; (ii) generated summaries, while using a different wording than a reference one, could be semantically equivalent to it, thus still being suitable to document the code snippet. in this paper, we perform a thorough empirical investigation on the complementarity of different types of metrics in capturing the quality of a generated summary. also, we propose to address the limitations of existing metrics by considering a new dimension, capturing the extent to which the generated summary aligns with the semantics of the documented code snippet, independently from the reference summary. to this end, we present a new metric based on contrastive learning to capture said aspect. we empirically show that the inclusion of this novel dimension enables a more effective representation of developers' evaluations regarding the quality of automatically generated summaries.",2023-12-24
"138","detecting technical debt using natural language processing approaches -- a systematic literature review","edi sutoyo, andrea capiluppi","software engineering","context: technical debt (td) is a well-known metaphor for the long-term effects of architectural decisions in software development and the trade-off between producing high-quality, effective, and efficient code and meeting a release schedule. thus, the code degrades and needs refactoring. a lack of resources, time, knowledge, or experience on the development team might cause td in any software development project. objective: in the context of td detection, nlp has been utilized to identify the presence of td automatically and even recognize specific types of td. however, the enormous variety of feature extraction approaches and ml/dl algorithms employed in the literature often hinders researchers from trying to improve their performance. method: in light of this, this slr proposes a taxonomy of feature extraction techniques and algorithms used in technical debt detection: its objective is to compare and benchmark their performance in the examined studies. results: we selected 55 articles that passed the quality evaluation of this slr. we then investigated which feature extractions and algorithms were employed to identify td in each sdlc phase. all approaches proposed in the analyzed studies were grouped into nlp, nlp+ml, and nlp+dl. this allows us to discuss the performance in three different ways. conclusion: overall, the nlp+dl group consistently outperforms in precision and f1-score for all projects, and in all but one project for the recall metric. regarding the feature extraction techniques, the ptwe consistently achieves higher precision, recall, and f1-score for each project analyzed. furthermore, td types have been mapped, when possible, to sdlc phases: this served to determine the best-performing feature extractions and algorithms for each sdlc phase. finally, based on the slr results, we also identify implications that could be of concern to researchers and practitioners.",2023-12-19
"139","susdevops: promoting sustainability to a first principle in software engineering","istvan david","software engineering","sustainability is becoming a key property of modern software systems. while there is a substantial and growing body of knowledge on engineering sustainable software, end-to-end frameworks that situate sustainability-related activities within the software delivery lifecycle are missing. in this article, we propose the susdevops framework that promotes sustainability to a first principle within a devops context. we demonstrate the lifecycle phases and techniques of susdevops through the case of a software development startup company.",2023-12-22
"140","ros package search for robot software development: a knowledge graph-based approach","shuo wang, xinjun mao, shuo yang, menghan wu, zhang zhang","software engineering","ros (robot operating system) packages have become increasingly popular as a type of software artifact that can be effectively reused in robotic software development. indeed, finding suitable ros packages that closely match the software's functional requirements from the vast number of available packages is a nontrivial task using current search methods. the traditional search methods for ros packages often involve inputting keywords related to robotic tasks into general-purpose search engines or code hosting platforms to obtain approximate results of all potentially suitable ros packages. however, the accuracy of these search methods remains relatively low because the task-related keywords may not precisely match the functionalities offered by the ros packages. to improve the search accuracy of ros packages, this paper presents a novel semantic-based search approach that relies on the semantic-level ros package knowledge graph (rpkg) to automatically retrieve the most suitable ros packages. firstly, to construct the rpkg, we employ multi-dimensional feature extraction techniques to extract semantic concepts from the dataset of ros package text descriptions. the semantic features extracted from this process result in a substantial number of entities and relationships. subsequently, we create a robot domain-specific small corpus and further fine-tune a pre-trained language model, bert-ros, to generate embeddings that effectively represent the semantics of the extracted features. these embeddings play a crucial role in facilitating semantic-level understanding and comparisons during the ros package search process within the rpkg. secondly, we introduce a novel semantic matching-based search algorithm that incorporates the weighted similarities of multiple features from user search queries, which searches out more accurate ros packages than the traditional keyword search method.",2023-12-22
"141","exploring the intersection of generative ai and software development","filipe calegario, vanilson burégio, francisco erivaldo, daniel moraes costa andrade, kailane felix, nathalia barbosa, pedro lucas da silva lucena, césar frança","software engineering","in the ever-evolving landscape of artificial intelligence (ai), the synergy between generative ai and software engineering emerges as a transformative frontier. this whitepaper delves into the unexplored realm, elucidating how generative ai techniques can revolutionize software development. spanning from project management to support and updates, we meticulously map the demands of each development stage and unveil the potential of generative ai in addressing them. techniques such as zero-shot prompting, self-consistency, and multimodal chain-of-thought are explored, showcasing their unique capabilities in enhancing generative ai models. the significance of vector embeddings, context, plugins, tools, and code assistants is underscored, emphasizing their role in capturing semantic information and amplifying generative ai capabilities. looking ahead, this intersection promises to elevate productivity, improve code quality, and streamline the software development process. this whitepaper serves as a guide for stakeholders, urging discussions and experiments in the application of generative ai in software engineering, fostering innovation and collaboration for a qualitative leap in the efficiency and effectiveness of software development.",2023-12-21
"142","energibridge: empowering software sustainability through cross-platform energy measurement","june sallou, luís cruz, thomas durieux","software engineering","in the continually evolving realm of software engineering, the need to address software energy consumption has gained increasing prominence. however, the absence of a platform-independent tool that facilitates straightforward energy measurements remains a notable gap. this paper presents energibridge, a cross-platform measurement utility that provides support for linux, windows, and macos, as well as intel, amd, and apple arm cpu architectures. in essence, energibridge serves as a bridge between energy-conscious software engineering and the diverse software environments in which it operates. it encourages a broader community to make informed decisions, minimize energy consumption, and reduce the environmental impact of software systems.
by simplifying software energy measurements, energibridge offers a valuable resource to make green software development more lightweight, education more inclusive, and research more reproducible. through the evaluation, we highlight energibridge's ability to gather energy data across diverse platforms and hardware configurations.
energibridge is publicly available on github: this https url, and a demonstration video can be viewed at: this https url.",2023-12-21
"143","domain-specific code language models: unraveling the potential for hpc codes and tasks","tal kadosh, niranjan hasabnis, vy a. vo, nadav schneider, neva krien, mihai capota, abdul wasay, nesreen ahmed, ted willke, guy tamir, yuval pinter, timothy mattson, gal oren","programming languages","with easier access to powerful compute resources, there is a growing trend in ai for software development to develop larger language models (llms) to address a variety of programming tasks. even llms applied to tasks from the high-performance computing (hpc) domain are huge in size and demand expensive compute resources for training. this is partly because these llms for hpc tasks are obtained by finetuning existing llms that support several natural and/or programming languages. we found this design choice confusing - why do we need large lms trained on natural languages and programming languages unrelated to hpc for hpc-specific tasks?
in this line of work, we aim to question choices made by existing llms by developing smaller lms for specific domains - we call them domain-specific lms. specifically, we start off with hpc as a domain and build an hpc-specific lm, named monocoder, that is orders of magnitude smaller than existing lms but delivers similar, if not better performance, on non-hpc and hpc tasks. specifically, we pre-trained monocoder on an hpc-specific dataset (named hpcorpus) of c and c++ programs mined from github. we evaluated the performance of monocoder against conventional multi-lingual llms. results demonstrate that monocoder, although much smaller than existing lms, achieves similar results on normalized-perplexity tests and much better ones in codebleu competence for high-performance and parallel code generations. furthermore, fine-tuning the base model for the specific task of parallel code generation (openmp parallel for pragmas) demonstrates outstanding results compared to gpt, especially when local misleading semantics are removed by our novel pre-processor tokompiler, showcasing the ability of domain-specific models to assist in hpc-relevant tasks.",2023-12-20
"144","automated devops pipeline generation for code repositories using large language models","deep mehta, kartik rawool, subodh gujar, bowen xu","software engineering","automating software development processes through the orchestration of github action workflows has revolutionized the efficiency and agility of software delivery pipelines. this paper presents a detailed investigation into the use of large language models (llms) specifically, gpt 3.5 and gpt 4 to generate and evaluate github action workflows for devops tasks. our methodology involves data collection from public github repositories, prompt engineering for llm utilization, and evaluation metrics encompassing exact match scores, bleu scores, and a novel devops aware score. the research scrutinizes the proficiency of gpt 3.5 and gpt 4 in generating github workflows, while assessing the influence of various prompt elements in constructing the most efficient pipeline. results indicate substantial advancements in gpt 4, particularly in devops awareness and syntax correctness. the research introduces a github app built on probot, empowering users to automate workflow generation within github ecosystem. this study contributes insights into the evolving landscape of ai-driven automation in devops practices.",2023-12-20
